time,wx (rad/s),wy (rad/s),wz (rad/s)
14.168,-2.76,-0.29,-1.41
14.168,-2.75,0.42,-1.49
14.168,-2.75,1.04,-1.64
14.168,-2.76,1.55,-1.81
14.168,-2.67,1.76,-1.89
14.169,-2.69,1.89,-1.97
14.169,-2.61,1.98,-2.12
14.169,-2.50,1.78,-2.26
14.169,-2.45,1.30,-2.38
14.169,-2.42,0.99,-2.43
14.170,-2.39,0.20,-2.49
14.173,-2.40,-0.29,-2.51
14.175,-2.46,-1.23,-2.46
14.177,-2.56,-2.16,-2.43
14.177,-2.61,-2.63,-2.40
14.180,-2.69,-3.40,-2.30
14.182,-2.74,-3.74,-2.22
14.184,-2.79,-4.28,-2.06
14.186,-2.85,-4.66,-1.88
14.188,-2.89,-4.78,-1.81
14.192,-2.90,-4.91,-1.67
14.193,-2.92,-4.92,-1.60
14.194,-2.91,-4.85,-1.43
14.197,-2.85,-4.66,-1.23
14.198,-2.77,-4.51,-1.14
14.200,-2.65,-4.17,-0.90
14.202,-2.59,-3.96,-0.78
14.204,-2.40,-3.51,-0.53
14.208,-2.15,-3.01,-0.28
14.208,-2.04,-2.75,-0.14
14.210,-1.74,-2.29,0.11
14.212,-1.42,-2.07,0.23
14.214,-1.27,-1.70,0.46
14.219,-0.96,-1.40,0.66
14.219,-0.77,-1.27,0.75
14.220,-0.42,-1.05,0.92
14.223,-0.04,-0.85,1.03
14.228,0.14,-0.75,1.07
14.229,0.55,-0.52,1.15
14.229,0.73,-0.42,1.19
14.230,1.15,-0.18,1.26
14.232,1.59,0.03,1.31
14.234,1.78,0.08,1.32
14.237,2.19,0.22,1.31
14.237,2.60,0.37,1.26
14.240,2.78,0.39,1.24
14.258,3.11,0.42,1.15
14.259,3.26,0.42,1.10
14.259,3.53,0.28,1.01
14.259,3.71,-0.01,0.94
14.259,3.77,-0.19,0.89
14.259,3.81,-0.68,0.78
14.260,3.81,-0.95,0.72
14.260,3.68,-1.84,0.53
14.260,3.58,-2.10,0.44
14.261,3.47,-2.34,0.35
14.262,3.20,-2.72,0.15
14.264,2.88,-2.97,-0.06
14.266,2.50,-3.08,-0.26
14.268,2.31,-3.08,-0.36
14.270,2.10,-3.06,-0.45
14.272,1.70,-2.92,-0.63
14.275,1.24,-2.69,-0.78
14.277,0.82,-2.31,-0.93
14.278,0.57,-2.15,-1.01
14.280,0.38,-1.95,-1.08
14.282,-0.01,-1.59,-1.20
14.283,-0.35,-1.24,-1.31
14.286,-0.64,-0.90,-1.41
14.287,-0.73,-0.71,-1.45
14.291,-0.91,-0.39,-1.53
14.292,-0.98,-0.22,-1.56
14.294,-1.04,0.08,-1.62
14.296,-1.01,0.36,-1.67
14.297,-0.98,0.48,-1.68
14.299,-0.84,0.74,-1.71
14.301,-0.72,0.84,-1.73
14.304,-0.46,1.08,-1.75
14.310,-0.14,1.31,-1.76
14.310,0.06,1.42,-1.77
14.310,0.45,1.64,-1.78
14.312,0.63,1.76,-1.78
14.316,1.00,1.96,-1.77
14.317,1.31,2.17,-1.75
14.318,1.42,2.28,-1.73
14.319,1.61,2.46,-1.69
14.322,1.67,2.54,-1.66
14.338,1.71,2.68,-1.60
14.338,1.68,2.78,-1.54
14.339,1.67,2.82,-1.51
14.339,1.59,2.88,-1.45
14.339,1.54,2.91,-1.43
14.339,1.44,2.95,-1.39
14.339,1.34,2.98,-1.35
14.339,1.30,3.00,-1.34
14.348,1.21,3.04,-1.33
14.348,1.14,3.08,-1.35
14.348,1.11,3.10,-1.36
14.350,1.05,3.15,-1.39
14.351,1.03,3.17,-1.41
14.351,1.00,3.22,-1.45
14.352,0.98,3.27,-1.49
14.354,0.97,3.29,-1.51
14.359,0.95,3.35,-1.54
14.359,0.95,3.37,-1.55
14.360,0.96,3.42,-1.57
14.362,0.96,3.47,-1.58
14.364,0.97,3.50,-1.59
14.366,0.99,3.56,-1.60
14.368,1.01,3.62,-1.60
14.370,1.03,3.66,-1.60
14.372,1.06,3.72,-1.60
14.376,1.07,3.75,-1.60
14.379,1.13,3.84,-1.59
14.379,1.16,3.88,-1.59
14.380,1.18,3.91,-1.58
14.382,1.24,3.97,-1.58
14.384,1.29,4.02,-1.56
14.386,1.36,4.06,-1.55
14.388,1.40,4.08,-1.55
14.393,1.45,4.09,-1.54
14.394,1.55,4.11,-1.53
14.395,1.68,4.12,-1.52
14.398,1.85,4.10,-1.51
14.398,1.96,4.08,-1.50
14.400,2.08,4.06,-1.49
14.402,2.37,4.01,-1.47
14.404,2.74,3.93,-1.43
14.409,3.19,3.77,-1.38
14.410,3.45,3.64,-1.35
14.410,3.99,3.23,-1.29
14.412,4.27,2.94,-1.26
14.414,4.86,2.22,-1.24
14.417,5.48,1.29,-1.19
14.418,5.77,0.77,-1.14
14.420,6.37,-0.26,-1.03
14.422,6.66,-0.78,-0.98
14.429,7.14,-1.73,-0.90
14.430,7.49,-2.63,-0.84
14.430,7.65,-3.04,-0.81
14.430,7.85,-3.80,-0.70
14.432,7.92,-4.06,-0.63
14.433,8.12,-4.31,-0.54
14.437,8.25,-4.10,-0.48
14.438,8.29,-3.81,-0.46
14.440,8.41,-2.82,-0.47
14.458,8.48,-2.15,-0.48
14.458,8.50,-0.73,-0.52
14.458,8.39,0.56,-0.68
14.458,8.29,1.13,-0.79
14.459,7.91,1.95,-1.14
14.459,7.64,2.16,-1.32
14.459,7.14,2.22,-1.74
14.459,6.65,1.82,-2.13
14.459,6.40,1.47,-2.27
14.460,5.95,0.75,-2.52
14.462,5.51,0.06,-2.74
14.464,5.30,-0.25,-2.87
14.466,4.87,-0.66,-3.17
14.467,4.68,-0.77,-3.35
14.470,4.32,-0.81,-3.70
14.472,3.98,-0.65,-4.08
14.475,3.82,-0.49,-4.26
14.477,3.50,-0.10,-4.61
14.479,3.35,0.15,-4.77
14.480,3.07,0.63,-5.05
14.481,2.81,1.11,-5.29
14.484,2.69,1.34,-5.39
14.486,2.44,1.85,-5.61
14.487,2.21,2.38,-5.82
14.489,2.10,2.63,-5.93
14.492,1.91,3.10,-6.12
14.494,1.81,3.32,-6.21
14.497,1.56,3.94,-6.46
14.497,1.50,4.14,-6.53
14.499,1.42,4.34,-6.58
14.501,1.34,4.74,-6.67
14.504,1.33,4.91,-6.68
14.513,1.32,5.33,-6.64
14.513,1.29,5.47,-6.62
14.513,1.31,5.65,-6.61
14.513,1.27,6.10,-6.60
14.514,1.23,6.59,-6.58
14.518,1.22,7.03,-6.50
14.519,1.23,7.19,-6.43
14.520,1.22,7.32,-6.35
14.521,1.24,7.43,-6.11
14.546,1.24,7.38,-5.79
14.547,1.25,7.17,-5.43
14.547,1.24,7.04,-5.22
14.547,1.21,6.73,-5.00
14.547,1.20,6.55,-4.52
14.548,1.14,6.18,-4.01
14.548,1.08,5.79,-3.45
14.548,1.06,5.61,-3.17
14.549,0.95,5.24,-2.57
14.549,0.90,5.06,-2.28
14.549,0.77,4.64,-1.68
14.549,0.56,4.22,-1.12
14.549,0.42,4.01,-0.87
14.560,0.10,3.58,-0.45
14.561,-0.09,3.37,-0.28
14.561,-0.50,2.90,0.02
14.561,-0.92,2.39,0.27
14.561,-1.12,2.13,0.39
14.561,-1.49,1.68,0.65
14.563,-1.65,1.47,0.78
14.564,-1.90,1.06,1.06
14.567,-2.07,0.65,1.35
14.569,-2.14,0.46,1.49
14.570,-2.22,0.08,1.75
14.572,-2.24,-0.12,1.85
14.575,-2.25,-0.52,2.01
14.577,-2.22,-0.94,2.13
14.578,-2.18,-1.13,2.14
14.580,-2.11,-1.54,2.13
14.582,-2.02,-1.96,2.02
14.584,-1.98,-2.14,1.93
14.586,-1.90,-2.48,1.70
14.587,-1.85,-2.61,1.56
14.590,-1.78,-2.78,1.25
14.593,-1.75,-2.82,0.91
14.594,-1.75,-2.78,0.74
14.597,-1.73,-2.65,0.43
14.598,-1.72,-2.54,0.31
14.600,-1.70,-2.27,0.13
14.602,-1.66,-2.02,0.03
14.604,-1.63,-1.95,0.01
14.607,-1.57,-1.88,0.06
14.608,-1.49,-1.89,0.18
14.612,-1.43,-1.91,0.26
14.612,-1.33,-1.94,0.43
14.614,-1.29,-1.95,0.52
14.616,-1.20,-1.95,0.70
14.618,-1.11,-1.92,0.87
14.621,-1.09,-1.90,0.95
14.622,-1.03,-1.82,1.10
14.626,-0.99,-1.77,1.16
14.642,-0.92,-1.65,1.34
14.642,-0.89,-1.63,1.40
14.642,-0.87,-1.63,1.45
14.643,-0.82,-1.66,1.55
14.643,-0.82,-1.68,1.64
14.643,-0.81,-1.74,1.73
14.643,-0.79,-1.80,1.77
14.643,-0.79,-1.86,1.81
14.643,-0.79,-1.98,1.87
14.644,-0.80,-2.08,1.92
14.646,-0.80,-2.15,1.95
14.648,-0.81,-2.18,1.97
14.649,-0.82,-2.22,1.98
14.652,-0.83,-2.26,2.01
14.654,-0.86,-2.31,2.04
14.656,-0.91,-2.39,2.07
14.660,-0.93,-2.43,2.09
14.661,-0.97,-2.54,2.13
14.662,-1.01,-2.61,2.15
14.664,-1.07,-2.73,2.21
14.666,-1.11,-2.84,2.26
14.667,-1.13,-2.90,2.29
14.669,-1.18,-2.99,2.35
14.671,-1.18,-3.03,2.38
14.673,-1.21,-3.12,2.45
14.677,-1.25,-3.20,2.52
14.678,-1.26,-3.24,2.55
14.680,-1.26,-3.32,2.62
14.681,-1.29,-3.37,2.66
14.684,-1.30,-3.43,2.72
14.686,-1.30,-3.47,2.77
14.688,-1.29,-3.49,2.79
14.690,-1.32,-3.50,2.84
14.693,-1.31,-3.50,2.85
14.694,-1.33,-3.51,2.90
14.697,-1.36,-3.50,2.94
14.698,-1.38,-3.48,2.96
14.700,-1.40,-3.42,3.00
14.701,-1.43,-3.33,3.04
14.703,-1.45,-3.25,3.06
14.706,-1.49,-3.09,3.09
14.710,-1.50,-3.00,3.10
14.710,-1.54,-2.78,3.13
14.711,-1.59,-2.55,3.14
14.714,-1.61,-2.43,3.15
14.716,-1.67,-2.19,3.16
14.717,-1.71,-2.08,3.16
14.720,-1.79,-1.86,3.14
14.722,-1.88,-1.65,3.11
14.724,-1.93,-1.55,3.09
14.728,-2.02,-1.36,3.02
14.729,-2.10,-1.17,2.95
14.734,-2.15,-1.09,2.92
14.734,-2.23,-0.90,2.83
14.734,-2.26,-0.80,2.78
14.737,-2.34,-0.61,2.67
14.737,-2.36,-0.41,2.53
14.739,-2.33,-0.29,2.44
14.756,-2.12,-0.04,2.23
14.757,-1.96,0.13,2.12
14.757,-1.20,0.85,1.62
14.757,-0.89,1.17,1.37
14.757,-0.56,1.45,1.07
14.757,0.15,2.02,0.32
14.757,0.87,2.34,-0.59
14.757,1.55,2.32,-1.57
14.762,1.95,2.13,-2.08
14.762,2.20,1.79,-2.52
14.762,2.80,0.69,-3.30
14.764,3.30,-0.85,-3.82
14.766,3.61,-2.71,-4.10
14.767,3.68,-3.65,-4.16
14.769,3.74,-4.68,-4.21
14.772,3.57,-6.71,-4.23
14.775,3.06,-8.73,-4.22
14.778,2.26,-10.54,-4.24
14.779,1.81,-11.34,-4.22
14.780,0.82,-12.40,-4.16
14.782,0.33,-12.67,-4.11
14.784,-0.63,-12.86,-3.95
14.787,-1.44,-12.47,-3.65
14.788,-1.74,-12.07,-3.42
14.789,-2.24,-11.25,-2.87
14.794,-2.60,-10.77,-2.51
14.795,-2.81,-9.62,-1.78
14.797,-2.67,-8.08,-0.93
14.798,-2.50,-7.16,-0.50
14.800,-1.60,-4.70,0.42
14.801,-0.82,-3.33,0.81
14.803,0.48,-0.75,1.38
14.806,1.25,1.03,1.66
14.811,1.44,1.67,1.74
14.812,1.53,2.53,1.81
14.812,1.43,2.91,1.82
14.814,1.29,3.38,1.79
14.816,1.14,3.67,1.69
14.817,1.10,3.74,1.67
14.821,0.81,3.88,1.56
14.822,0.77,3.78,1.52
14.829,0.62,3.69,1.41
14.830,0.48,3.53,1.31
14.830,0.41,3.36,1.25
14.830,0.37,3.07,1.14
14.832,0.33,2.74,1.03
14.839,0.23,2.55,0.99
14.839,0.10,2.13,0.96
14.839,0.03,1.96,0.97
14.840,-0.23,1.51,1.06
14.842,-0.53,1.03,1.22
14.857,-0.64,0.81,1.33
14.857,-0.96,0.30,1.58
14.858,-1.28,-0.25,1.74
14.858,-1.41,-0.53,2.05
14.858,-1.67,-1.10,2.41
14.858,-1.83,-1.41,2.60
14.858,-2.03,-1.97,2.99
14.858,-2.17,-2.50,3.40
14.862,-2.25,-2.76,3.60
14.863,-2.30,-3.22,4.02
14.863,-2.29,-3.43,4.23
14.867,-2.26,-3.97,4.92
14.867,-2.25,-4.11,5.15
14.869,-2.22,-4.21,5.39
14.872,-2.21,-4.36,5.87
14.874,-2.20,-4.39,6.38
14.878,-2.22,-4.27,6.90
14.879,-2.24,-4.14,7.16
14.880,-2.28,-3.98,7.41
14.882,-2.37,-3.45,7.91
14.884,-2.53,-2.67,8.36
14.886,-2.79,-1.64,8.72
14.889,-2.97,-1.08,8.88
14.890,-3.16,-0.48,8.99
14.892,-3.65,0.77,9.12
14.895,-4.32,2.05,9.04
14.898,-5.15,3.30,8.77
14.898,-5.61,3.90,8.58
14.901,-6.56,5.02,8.14
14.902,-7.05,5.56,7.88
14.904,-7.98,6.52,7.24
14.906,-8.72,7.25,6.47
14.909,-9.04,7.53,6.01
14.910,-9.44,7.78,4.98
14.912,-9.42,7.70,4.39
14.914,-8.95,7.01,3.05
14.917,-8.09,5.68,1.62
14.918,-7.61,4.90,0.94
14.920,-6.75,3.27,-0.28
14.922,-6.47,2.40,-0.84
14.924,-5.80,0.83,-1.79
14.931,-5.33,-0.54,-2.54
14.931,-5.17,-1.24,-2.84
14.931,-4.91,-2.25,-3.24
14.933,-4.76,-2.72,-3.36
14.935,-4.52,-3.50,-3.47
14.937,-4.29,-4.05,-3.39
14.938,-4.13,-4.21,-3.29
14.940,-3.86,-4.46,-3.01
14.960,-3.74,-4.41,-2.82
14.961,-3.46,-4.27,-2.44
14.961,-3.31,-3.94,-2.02
14.961,-3.26,-3.68,-1.81
14.961,-3.17,-3.04,-1.42
14.961,-3.21,-2.31,-1.08
14.961,-3.27,-1.92,-0.93
14.961,-3.34,-1.06,-0.63
14.961,-3.43,-0.67,-0.52
14.961,-3.56,0.14,-0.29
14.962,-3.65,0.84,-0.13
14.964,-3.70,1.11,-0.07
14.967,-3.78,1.57,-0.03
14.968,-3.84,1.75,-0.03
14.971,-3.88,1.83,-0.07
14.972,-3.91,1.70,-0.12
14.974,-3.98,1.59,-0.14
14.979,-3.96,1.14,-0.19
14.979,-3.87,0.50,-0.24
14.980,-3.86,0.16,-0.25
14.982,-3.73,-0.61,-0.24
14.984,-3.65,-1.02,-0.22
14.987,-3.43,-1.78,-0.13
14.988,-3.33,-2.48,-0.01
14.990,-3.23,-2.79,0.06
14.995,-2.99,-3.31,0.20
14.996,-2.87,-3.51,0.28
14.998,-2.54,-3.84,0.47
14.998,-2.41,-3.88,0.52
15.000,-2.29,-3.88,0.58
15.001,-2.04,-3.79,0.72
15.004,-1.81,-3.58,0.81
15.007,-1.55,-3.30,0.92
15.008,-1.43,-3.11,0.98
15.011,-1.31,-2.93,1.00
15.012,-1.04,-2.53,1.06
15.014,-0.75,-2.08,1.10
15.017,-0.42,-1.64,1.09
15.018,-0.27,-1.45,1.07
15.020,0.04,-1.02,1.01
15.022,0.27,-0.82,0.96
15.024,0.60,-0.48,0.83
15.030,0.97,-0.20,0.69
15.030,1.22,-0.05,0.62
15.031,1.60,0.13,0.50
15.032,1.77,0.19,0.43
15.035,2.19,0.26,0.28
15.037,2.56,0.24,0.13
15.038,2.72,0.17,0.06
15.040,3.04,0.00,-0.09
15.042,3.19,-0.14,-0.17
15.057,3.40,-0.44,-0.31
15.057,3.55,-0.75,-0.45
15.057,3.60,-0.93,-0.52
15.057,3.62,-1.25,-0.65
15.058,3.61,-1.36,-0.71
15.058,3.50,-1.59,-0.82
15.058,3.33,-1.72,-0.90
15.059,3.23,-1.74,-0.94
15.064,2.97,-1.69,-0.99
15.064,2.83,-1.62,-1.01
15.066,2.51,-1.39,-1.04
15.067,2.18,-1.09,-1.04
15.069,2.00,-0.93,-1.04
15.070,1.68,-0.58,-1.03
15.072,1.37,-0.22,-1.02
15.074,1.21,-0.05,-1.02
15.077,0.94,0.29,-1.02
15.078,0.81,0.44,-1.02
15.080,0.60,0.73,-1.03
15.082,0.44,1.01,-1.04
15.084,0.39,1.13,-1.05
15.086,0.31,1.37,-1.06
15.088,0.30,1.49,-1.08
15.090,0.34,1.66,-1.11
15.092,0.47,1.78,-1.15
15.096,0.56,1.82,-1.18
15.097,0.82,1.85,-1.22
15.098,1.13,1.84,-1.27
15.100,1.28,1.84,-1.29
15.102,1.58,1.83,-1.31
15.107,1.73,1.83,-1.30
15.108,1.94,1.85,-1.28
15.108,2.08,1.88,-1.23
15.110,2.12,1.89,-1.20
15.114,2.17,1.93,-1.15
15.114,2.16,1.94,-1.13
15.116,2.14,1.98,-1.08
15.118,2.13,1.99,-1.06
15.119,2.11,1.99,-1.06
15.121,2.08,1.99,-1.03
15.124,2.04,2.00,-1.02
15.133,2.02,1.99,-1.01
15.133,2.00,1.98,-1.00
15.133,2.00,1.98,-1.00
15.133,1.99,1.96,-0.99
15.134,1.98,1.94,-0.98
15.139,1.98,1.92,-0.98
15.139,1.98,1.90,-0.98
15.140,1.98,1.89,-0.97
15.142,2.00,1.86,-0.97
15.145,2.01,1.82,-0.96
15.162,2.04,1.79,-0.96
15.163,2.05,1.77,-0.96
15.163,2.08,1.74,-0.97
15.163,2.10,1.72,-0.97
15.163,2.15,1.69,-0.99
15.164,2.19,1.66,-1.00
15.164,2.22,1.65,-1.01
15.164,2.28,1.64,-1.03
15.164,2.31,1.63,-1.04
15.164,2.40,1.64,-1.08
15.167,2.51,1.65,-1.10
15.168,2.57,1.67,-1.12
15.170,2.70,1.71,-1.16
15.171,2.78,1.73,-1.17
15.174,2.94,1.78,-1.20
15.176,3.09,1.84,-1.24
15.178,3.18,1.88,-1.26
15.180,3.33,1.94,-1.31
15.181,3.39,1.98,-1.33
15.183,3.53,2.05,-1.38
15.186,3.64,2.10,-1.43
15.188,3.68,2.12,-1.45
15.190,3.78,2.14,-1.49
15.192,3.87,2.13,-1.52
15.196,3.90,2.12,-1.53
15.196,3.97,2.06,-1.56
15.197,4.01,2.02,-1.58
15.200,4.10,1.92,-1.60
15.202,4.23,1.80,-1.64
15.204,4.31,1.73,-1.65
15.207,4.53,1.57,-1.68
15.208,4.68,1.47,-1.70
15.213,5.02,1.22,-1.74
15.213,5.48,0.94,-1.86
15.214,5.73,0.75,-1.96
15.217,6.20,0.41,-2.27
15.218,6.76,0.17,-2.69
15.220,7.05,0.05,-2.94
15.222,7.68,-0.27,-3.46
15.224,8.00,-0.41,-3.68
15.228,8.58,-0.71,-3.93
15.233,9.09,-0.79,-3.77
15.233,9.24,-0.81,-3.55
15.234,9.45,-0.57,-3.07
15.234,9.36,-0.43,-2.84
15.238,8.78,0.59,-2.21
15.239,8.51,0.95,-2.04
15.240,8.16,1.12,-1.87
15.242,7.44,1.30,-1.59
15.264,6.82,1.18,-1.48
15.265,6.36,0.90,-1.62
15.265,6.12,0.73,-1.82
15.265,5.99,0.72,-2.06
15.265,5.63,0.65,-2.60
15.265,5.25,0.60,-3.06
15.265,4.80,0.48,-3.27
15.265,4.58,0.43,-3.28
15.265,4.29,0.32,-3.24
15.265,3.77,0.14,-3.09
15.266,3.28,0.01,-2.89
15.266,2.88,-0.03,-2.71
15.268,2.70,0.01,-2.63
15.269,2.42,0.19,-2.48
15.271,2.29,0.27,-2.42
15.273,2.10,0.56,-2.29
15.276,1.94,0.83,-2.15
15.280,1.87,0.92,-2.06
15.281,1.75,1.06,-1.88
15.282,1.69,1.13,-1.79
15.284,1.61,1.21,-1.62
15.287,1.56,1.39,-1.51
15.288,1.54,1.55,-1.48
15.290,1.52,1.94,-1.47
15.292,1.53,2.18,-1.47
15.294,1.55,2.73,-1.49
15.298,1.59,3.49,-1.52
15.299,1.62,3.90,-1.53
15.302,1.69,4.67,-1.54
15.302,1.75,4.93,-1.53
15.304,1.88,5.35,-1.51
15.306,1.98,5.74,-1.51
15.307,2.04,5.93,-1.53
15.310,2.15,6.30,-1.57
15.316,2.24,6.69,-1.65
15.316,2.32,6.89,-1.71
15.317,2.45,7.22,-1.82
15.318,2.51,7.32,-1.87
15.320,2.71,7.38,-1.93
15.322,2.91,7.17,-1.91
15.324,3.00,6.96,-1.86
15.327,3.22,6.42,-1.69
15.344,3.33,6.03,-1.58
15.345,3.55,5.21,-1.32
15.345,3.75,4.36,-1.04
15.345,3.83,3.91,-0.88
15.345,3.97,2.99,-0.55
15.346,4.07,2.10,-0.20
15.346,4.11,1.66,-0.03
15.346,4.12,0.83,0.31
15.346,4.10,0.47,0.46
15.347,3.95,-0.23,0.70
15.348,3.63,-0.85,0.87
15.350,3.38,-1.09,0.94
15.352,2.77,-1.43,1.00
15.354,2.40,-1.48,0.99
15.356,1.21,-0.98,0.83
15.357,0.82,-0.64,0.77
15.359,0.49,-0.26,0.74
15.363,-0.10,0.38,0.76
15.363,-0.55,0.76,0.88
15.366,-0.89,0.92,1.03
15.368,-1.01,0.94,1.09
15.370,-1.14,0.90,1.15
15.372,-1.33,0.77,1.24
15.374,-1.45,0.58,1.26
15.380,-1.51,0.37,1.23
15.381,-1.54,0.27,1.19
15.381,-1.55,0.13,1.14
15.381,-1.59,-0.14,1.01
15.384,-1.64,-0.38,0.88
15.386,-1.67,-0.60,0.78
15.387,-1.67,-0.70,0.74
15.389,-1.69,-0.88,0.70
15.391,-1.71,-0.96,0.69
15.393,-1.73,-1.09,0.70
15.397,-1.75,-1.19,0.73
15.398,-1.76,-1.23,0.74
15.400,-1.82,-1.33,0.79
15.402,-1.84,-1.38,0.82
15.404,-1.92,-1.48,0.88
15.406,-2.03,-1.57,0.95
15.407,-2.08,-1.61,1.00
15.410,-2.18,-1.67,1.08
15.415,-2.22,-1.71,1.13
15.415,-2.31,-1.80,1.20
15.417,-2.39,-1.90,1.26
15.420,-2.42,-1.95,1.29
15.420,-2.46,-2.04,1.35
15.421,-2.48,-2.08,1.37
15.423,-2.50,-2.18,1.41
15.426,-2.50,-2.29,1.45
15.445,-2.51,-2.34,1.47
15.446,-2.49,-2.43,1.50
15.446,-2.45,-2.48,1.50
15.446,-2.43,-2.52,1.50
15.446,-2.39,-2.54,1.48
15.446,-2.35,-2.54,1.46
15.446,-2.32,-2.52,1.41
15.447,-2.31,-2.45,1.37
15.447,-2.29,-2.39,1.34
15.447,-2.30,-2.26,1.29
15.448,-2.32,-2.19,1.26
15.450,-2.36,-2.04,1.20
15.451,-2.40,-1.90,1.15
15.454,-2.44,-1.83,1.12
15.457,-2.50,-1.71,1.07
15.457,-2.55,-1.61,1.02
15.461,-2.57,-1.58,1.01
15.466,-2.65,-1.55,0.98
15.466,-2.66,-1.53,0.97
15.467,-2.78,-1.48,0.95
15.468,-2.81,-1.48,0.95
15.469,-2.86,-1.48,0.95
15.472,-2.95,-1.48,0.96
15.473,-3.01,-1.48,0.96
15.477,-3.12,-1.48,0.98
15.480,-3.15,-1.46,0.99
15.481,-3.20,-1.46,1.00
15.482,-3.28,-1.43,1.02
15.484,-3.37,-1.39,1.04
15.486,-3.46,-1.35,1.06
15.487,-3.51,-1.32,1.08
15.489,-3.56,-1.29,1.08
15.492,-3.65,-1.23,1.10
15.493,-3.76,-1.17,1.10
15.497,-3.88,-1.13,1.11
15.498,-3.95,-1.11,1.11
15.500,-4.01,-1.10,1.12
15.502,-4.11,-1.07,1.12
15.504,-4.21,-1.08,1.14
15.506,-4.30,-1.13,1.17
15.508,-4.35,-1.17,1.18
15.509,-4.45,-1.28,1.23
15.514,-4.50,-1.36,1.25
15.515,-4.57,-1.55,1.30
15.517,-4.58,-1.79,1.34
15.519,-4.56,-1.89,1.36
15.520,-4.51,-2.07,1.37
15.522,-4.50,-2.14,1.37
15.524,-4.49,-2.26,1.31
15.526,-4.46,-2.34,1.21
15.535,-4.43,-2.37,1.14
15.535,-3.94,-2.55,0.90
15.535,-3.27,-2.73,0.69
15.536,-1.18,-3.33,0.05
15.537,0.98,-3.86,-0.80
15.541,2.29,-4.41,-1.33
15.541,4.06,-5.09,-2.30
15.542,4.99,-5.25,-2.77
15.544,6.27,-6.37,-3.66
15.566,7.04,-7.60,-4.34
15.567,7.08,-7.98,-4.63
15.567,7.24,-9.34,-4.95
15.568,7.00,-10.02,-5.02
15.568,6.43,-11.02,-4.76
15.568,5.62,-11.62,-4.18
15.568,5.23,-11.86,-3.77
15.569,4.23,-11.44,-2.84
15.569,3.30,-10.22,-1.89
15.569,3.03,-9.43,-1.42
15.569,2.87,-6.64,-0.67
15.569,2.84,-4.88,-0.41
15.569,2.65,-1.26,-0.22
15.571,2.07,1.83,-0.11
15.573,1.66,3.03,-0.07
15.578,0.84,4.46,0.05
15.578,0.55,4.90,0.06
15.582,-0.14,5.30,0.09
15.583,-0.71,5.26,0.04
15.584,-0.91,5.14,-0.00
15.587,-1.23,4.81,-0.09
15.588,-1.39,4.31,-0.21
15.590,-1.42,4.00,-0.23
15.591,-1.44,3.44,-0.31
15.593,-1.50,3.11,-0.31
15.598,-1.53,2.54,-0.36
15.598,-1.57,2.05,-0.34
15.601,-1.63,1.83,-0.34
15.602,-1.69,1.44,-0.29
15.604,-1.69,1.30,-0.28
15.606,-1.84,0.84,-0.17
15.608,-1.91,0.69,-0.11
15.610,-1.96,0.56,-0.07
15.614,-2.12,0.24,0.05
15.614,-2.30,-0.13,0.15
15.616,-2.50,-0.53,0.29
15.618,-2.58,-0.72,0.35
15.620,-2.69,-0.94,0.43
15.621,-2.87,-1.35,0.55
15.623,-3.05,-1.75,0.70
15.626,-3.23,-2.17,0.85
15.628,-3.32,-2.37,0.92
15.630,-3.48,-2.75,1.08
15.635,-3.56,-2.94,1.16
15.635,-3.70,-3.28,1.33
15.638,-3.84,-3.55,1.51
15.640,-3.91,-3.66,1.62
15.641,-4.05,-3.79,1.81
15.642,-4.10,-3.81,1.91
15.664,-4.19,-3.84,2.07
15.664,-4.26,-3.83,2.26
15.665,-4.29,-3.82,2.36
15.665,-4.36,-3.81,2.61
15.665,-4.38,-3.81,2.74
15.665,-4.44,-3.80,3.06
15.665,-4.49,-3.84,3.43
15.665,-4.49,-3.86,3.63
15.665,-4.54,-3.89,4.06
15.665,-4.57,-3.90,4.29
15.666,-4.65,-3.90,4.80
15.667,-4.73,-3.92,5.35
15.668,-4.77,-3.93,5.66
15.669,-4.82,-3.93,6.31
15.672,-4.83,-3.91,6.66
15.673,-4.71,-3.83,7.32
15.676,-4.36,-3.49,7.84
15.677,-4.10,-3.16,8.03
15.681,-3.47,-2.14,8.23
15.682,-2.83,-0.82,8.23
15.685,-2.59,-0.04,8.15
15.687,-2.34,1.60,7.89
15.688,-2.36,2.42,7.70
15.689,-2.52,4.00,7.21
15.691,-2.86,5.31,6.58
15.694,-3.09,5.84,6.22
15.698,-3.59,6.70,5.41
15.700,-3.86,6.99,4.97
15.701,-4.37,7.29,4.02
15.702,-4.83,7.20,3.05
15.704,-5.04,7.00,2.60
15.707,-5.40,6.24,1.78
15.708,-5.54,5.72,1.41
15.710,-5.72,4.34,0.76
15.711,-5.70,2.69,0.26
15.714,-5.62,1.85,0.06
15.717,-5.37,0.23,-0.22
15.717,-5.00,-1.24,-0.35
15.719,-4.75,-1.90,-0.37
15.722,-4.22,-2.98,-0.32
15.724,-3.99,-3.38,-0.28
15.726,-3.24,-4.19,-0.09
15.728,-3.01,-4.30,-0.01
15.733,-2.83,-4.36,0.07
15.733,-2.52,-4.32,0.24
15.734,-2.30,-4.12,0.43
15.737,-2.22,-3.85,0.63
