time,wx (rad/s),wy (rad/s),wz (rad/s)
0.004,-0.06,-0.55,0.24
0.004,-0.29,-0.47,0.16
0.005,-0.47,-0.39,0.08
0.009,-0.62,-0.32,0.01
0.010,-0.72,-0.27,-0.07
0.012,-0.80,-0.23,-0.14
0.018,-0.84,-0.21,-0.20
0.027,-0.87,-0.23,-0.26
0.028,-0.86,-0.26,-0.31
0.031,-0.83,-0.30,-0.35
0.037,-0.79,-0.32,-0.41
0.042,-0.73,-0.34,-0.46
0.047,-0.67,-0.38,-0.50
0.053,-0.59,-0.43,-0.53
0.058,-0.50,-0.45,-0.55
0.060,-0.39,-0.41,-0.56
0.066,-0.28,-0.35,-0.56
0.070,-0.17,-0.29,-0.54
0.075,-0.08,-0.25,-0.52
0.080,-0.02,-0.24,-0.48
0.088,0.02,-0.26,-0.44
0.092,0.04,-0.28,-0.39
0.095,0.02,-0.30,-0.35
0.099,-0.02,-0.33,-0.32
0.106,-0.08,-0.37,-0.29
0.109,-0.17,-0.41,-0.27
0.114,-0.27,-0.44,-0.25
0.119,-0.37,-0.44,-0.24
0.124,-0.46,-0.42,-0.24
0.129,-0.54,-0.37,-0.24
0.135,-0.61,-0.30,-0.26
0.140,-0.64,-0.23,-0.27
0.143,-0.66,-0.18,-0.29
0.148,-0.65,-0.16,-0.29
0.154,-0.62,-0.19,-0.30
0.158,-0.55,-0.25,-0.30
0.163,-0.46,-0.32,-0.29
0.177,-0.35,-0.42,-0.28
0.177,-0.24,-0.51,-0.26
0.178,-0.13,-0.59,-0.23
0.183,-0.03,-0.65,-0.20
0.187,0.06,-0.67,-0.17
0.192,0.14,-0.64,-0.14
0.198,0.20,-0.55,-0.12
0.204,0.24,-0.44,-0.10
0.207,0.25,-0.33,-0.10
0.212,0.24,-0.22,-0.09
0.217,0.21,-0.13,-0.09
0.227,0.17,-0.07,-0.10
0.232,0.11,-0.04,-0.10
0.237,0.06,-0.04,-0.11
0.243,0.01,-0.06,-0.12
0.247,-0.04,-0.10,-0.12
0.253,-0.09,-0.15,-0.12
0.257,-0.14,-0.20,-0.11
0.261,-0.18,-0.25,-0.09
0.266,-0.21,-0.27,-0.07
0.271,-0.22,-0.24,-0.05
0.277,-0.22,-0.20,-0.03
0.281,-0.20,-0.14,-0.01
0.287,-0.17,-0.09,-0.00
0.291,-0.14,-0.05,-0.00
0.295,-0.12,-0.03,-0.01
0.304,-0.11,-0.04,-0.02
0.306,-0.10,-0.07,-0.04
0.310,-0.09,-0.11,-0.06
0.315,-0.08,-0.12,-0.09
0.321,-0.08,-0.11,-0.11
0.327,-0.07,-0.09,-0.13
0.330,-0.06,-0.06,-0.14
0.336,-0.05,-0.04,-0.14
0.339,-0.04,-0.03,-0.13
0.344,-0.03,-0.02,-0.10
0.349,-0.01,-0.01,-0.08
0.355,0.00,-0.02,-0.05
0.359,0.02,-0.03,-0.03
0.364,0.02,-0.06,-0.01
0.370,0.02,-0.10,0.01
0.374,0.01,-0.16,0.03
0.379,-0.00,-0.23,0.04
0.384,-0.02,-0.30,0.06
0.389,-0.05,-0.36,0.07
0.394,-0.08,-0.41,0.07
0.398,-0.11,-0.43,0.07
0.404,-0.14,-0.44,0.05
0.408,-0.18,-0.40,0.02
0.413,-0.23,-0.31,-0.01
0.419,-0.28,-0.20,-0.04
0.424,-0.32,-0.09,-0.07
0.428,-0.37,0.03,-0.09
0.432,-0.41,0.14,-0.10
0.438,-0.43,0.23,-0.10
0.443,-0.44,0.29,-0.11
0.447,-0.44,0.32,-0.10
0.455,-0.42,0.33,-0.09
0.457,-0.39,0.31,-0.07
0.462,-0.35,0.28,-0.05
0.467,-0.30,0.24,-0.02
0.472,-0.27,0.21,0.01
0.478,-0.24,0.18,0.04
0.482,-0.22,0.15,0.06
0.487,-0.20,0.12,0.07
0.492,-0.20,0.08,0.08
0.496,-0.21,0.04,0.08
0.502,-0.23,-0.01,0.07
0.506,-0.26,-0.07,0.05
0.511,-0.28,-0.11,0.02
0.516,-0.31,-0.14,-0.00
0.521,-0.33,-0.15,-0.03
0.526,-0.35,-0.13,-0.05
0.530,-0.37,-0.10,-0.06
0.537,-0.38,-0.07,-0.07
0.542,-0.38,-0.02,-0.08
0.550,-0.38,0.03,-0.08
0.556,-0.36,0.09,-0.08
0.561,-0.33,0.13,-0.08
0.566,-0.29,0.16,-0.09
0.572,-0.24,0.15,-0.09
0.575,-0.18,0.12,-0.10
0.580,-0.13,0.09,-0.11
0.590,-0.08,0.05,-0.11
0.591,-0.04,0.02,-0.10
0.594,-0.01,-0.01,-0.08
0.600,0.02,-0.04,-0.07
0.605,0.03,-0.06,-0.05
0.609,0.03,-0.07,-0.04
0.614,0.03,-0.07,-0.02
0.619,0.04,-0.05,-0.02
0.624,0.06,-0.02,-0.01
0.629,0.09,0.01,-0.00
0.633,0.13,0.04,0.01
0.639,0.17,0.04,0.03
0.643,0.20,0.02,0.05
0.648,0.22,-0.01,0.06
0.654,0.23,-0.04,0.07
0.658,0.23,-0.07,0.07
0.663,0.22,-0.09,0.06
0.668,0.20,-0.10,0.04
0.673,0.16,-0.11,0.02
0.678,0.13,-0.12,0.01
0.683,0.09,-0.12,-0.01
0.688,0.07,-0.12,-0.02
0.692,0.06,-0.12,-0.03
0.697,0.06,-0.11,-0.03
0.702,0.08,-0.09,-0.02
0.708,0.10,-0.07,-0.02
0.712,0.12,-0.04,-0.02
0.717,0.15,-0.02,-0.02
0.722,0.18,0.00,-0.01
0.727,0.20,0.01,0.01
0.731,0.22,0.01,0.04
0.740,0.22,-0.00,0.06
0.741,0.20,-0.02,0.07
0.746,0.17,-0.05,0.09
0.751,0.14,-0.07,0.09
0.757,0.11,-0.09,0.09
0.762,0.09,-0.10,0.08
0.766,0.06,-0.10,0.06
0.771,0.05,-0.11,0.04
0.776,0.03,-0.12,0.01
0.781,0.01,-0.12,-0.02
0.785,-0.02,-0.12,-0.05
0.790,-0.05,-0.11,-0.06
0.796,-0.08,-0.10,-0.06
0.800,-0.11,-0.10,-0.06
0.806,-0.14,-0.09,-0.06
0.810,-0.16,-0.08,-0.07
0.815,-0.17,-0.08,-0.09
0.821,-0.17,-0.07,-0.13
0.827,-0.15,-0.05,-0.17
0.829,-0.13,-0.03,-0.20
0.834,-0.12,-0.02,-0.23
0.841,-0.12,-0.01,-0.23
0.844,-0.13,-0.01,-0.22
0.849,-0.17,-0.02,-0.20
0.858,-0.24,-0.04,-0.17
0.859,-0.35,-0.03,-0.13
0.864,-0.49,0.02,-0.10
0.869,-0.67,0.07,-0.08
0.878,-0.84,0.09,-0.05
0.883,-1.00,0.08,-0.05
0.889,-1.12,0.02,-0.10
0.893,-1.18,-0.01,-0.16
0.898,-1.20,-0.06,-0.22
0.903,-1.18,-0.18,-0.28
0.909,-1.10,-0.32,-0.34
0.913,-1.00,-0.41,-0.41
0.918,-0.94,-0.41,-0.51
0.923,-0.91,-0.36,-0.61
0.928,-0.91,-0.31,-0.67
0.933,-0.93,-0.23,-0.69
0.940,-1.00,-0.14,-0.70
0.944,-1.10,-0.09,-0.69
0.947,-1.22,-0.12,-0.68
0.952,-1.37,-0.25,-0.67
0.959,-1.55,-0.44,-0.65
0.962,-1.73,-0.60,-0.61
0.967,-1.89,-0.71,-0.55
0.976,-2.03,-0.78,-0.47
0.981,-2.14,-0.83,-0.37
0.982,-2.21,-0.86,-0.29
0.987,-2.27,-0.89,-0.20
0.992,-2.28,-0.92,-0.11
0.997,-2.25,-0.99,-0.08
1.001,-2.17,-1.05,-0.07
1.010,-2.03,-1.09,-0.09
1.013,-1.85,-1.05,-0.10
1.016,-1.65,-0.90,-0.12
1.021,-1.45,-0.62,-0.13
1.026,-1.28,-0.23,-0.12
1.030,-1.19,0.26,-0.06
1.035,-1.15,0.79,0.05
1.040,-1.16,1.30,0.14
1.046,-1.18,1.70,0.19
1.050,-1.19,1.91,0.22
1.056,-1.17,1.90,0.23
1.061,-1.11,1.71,0.25
1.064,-1.00,1.42,0.25
1.069,-0.86,1.12,0.26
1.075,-0.72,0.88,0.28
1.080,-0.58,0.69,0.33
1.084,-0.45,0.54,0.40
1.091,-0.34,0.43,0.49
1.094,-0.26,0.34,0.58
1.099,-0.20,0.27,0.66
1.104,-0.16,0.21,0.73
1.109,-0.14,0.18,0.79
1.113,-0.13,0.17,0.85
1.118,-0.12,0.15,0.90
1.125,-0.11,0.13,0.95
1.129,-0.09,0.10,1.02
1.133,-0.07,0.08,1.08
1.139,-0.04,0.06,1.14
1.144,-0.02,0.09,1.20
1.148,-0.03,0.18,1.26
1.153,-0.04,0.31,1.30
1.159,-0.07,0.44,1.32
1.162,-0.09,0.51,1.32
1.167,-0.09,0.54,1.31
1.173,-0.09,0.58,1.27
1.178,-0.06,0.58,1.21
1.182,-0.01,0.54,1.13
1.187,0.07,0.47,1.04
1.192,0.17,0.43,0.96
1.202,0.29,0.44,0.89
1.207,0.41,0.50,0.82
1.212,0.53,0.59,0.76
1.217,0.65,0.68,0.71
1.223,0.78,0.80,0.69
1.227,0.92,1.03,0.71
1.231,1.06,1.27,0.76
1.236,1.20,1.34,0.83
1.241,1.31,1.30,0.89
1.247,1.38,1.21,0.94
1.251,1.43,1.11,0.98
1.259,1.43,1.00,0.97
1.261,1.34,0.84,0.90
1.266,1.12,0.60,0.73
1.271,0.79,0.30,0.45
1.277,0.43,0.04,0.12
1.281,0.14,-0.11,-0.16
1.285,-0.03,-0.16,-0.34
1.291,-0.09,-0.13,-0.40
1.295,-0.04,-0.08,-0.37
1.300,0.12,-0.02,-0.27
1.307,0.34,0.04,-0.14
1.310,0.58,0.07,-0.04
1.314,0.80,0.04,0.01
1.319,0.96,-0.06,-0.02
1.325,1.02,-0.22,-0.12
1.329,0.99,-0.38,-0.26
1.335,0.90,-0.48,-0.38
1.340,0.76,-0.49,-0.45
1.344,0.58,-0.43,-0.45
1.349,0.40,-0.34,-0.41
1.354,0.23,-0.26,-0.33
1.359,0.11,-0.21,-0.25
1.364,0.03,-0.18,-0.19
1.369,-0.00,-0.16,-0.16
1.375,0.03,-0.15,-0.13
1.379,0.12,-0.12,-0.10
1.383,0.23,-0.04,-0.08
1.390,0.32,0.07,-0.08
1.393,0.36,0.20,-0.07
1.398,0.32,0.35,-0.06
1.402,0.19,0.51,-0.03
1.408,-0.02,0.69,0.02
1.413,-0.31,0.86,0.07
1.418,-0.61,1.03,0.14
1.426,-0.88,1.18,0.22
1.430,-1.05,1.24,0.31
1.432,-1.11,1.19,0.40
1.437,-1.05,0.97,0.48
1.443,-0.88,0.50,0.59
1.447,-0.63,-0.07,0.67
1.452,-0.33,-0.53,0.65
1.459,0.02,-0.82,0.57
1.462,0.40,-1.00,0.46
1.467,0.74,-1.15,0.37
1.472,1.02,-1.14,0.26
1.477,1.24,-0.97,0.15
1.481,1.39,-0.67,0.06
1.486,1.47,-0.26,0.00
1.491,1.47,0.15,-0.01
1.497,1.40,0.47,0.05
1.502,1.30,0.65,0.17
1.507,1.17,0.72,0.31
1.511,1.02,0.64,0.40
1.517,0.88,0.53,0.44
1.526,0.75,0.40,0.46
1.532,0.63,0.22,0.49
1.535,0.53,0.02,0.53
1.543,0.44,-0.15,0.57
1.545,0.36,-0.23,0.60
1.550,0.30,-0.20,0.63
1.555,0.26,-0.05,0.68
1.560,0.26,0.16,0.74
1.564,0.32,0.38,0.81
1.569,0.45,0.63,0.89
1.575,0.61,0.77,0.96
1.580,0.77,0.72,1.00
1.584,0.90,0.63,1.01
1.589,0.96,0.58,1.02
1.594,0.94,0.54,1.03
1.599,0.86,0.48,1.03
1.603,0.76,0.38,1.02
1.609,0.65,0.22,0.98
1.613,0.54,0.10,0.90
1.618,0.42,0.03,0.83
1.624,0.27,-0.03,0.79
1.628,0.10,-0.07,0.78
1.633,-0.06,-0.09,0.79
1.637,-0.19,-0.09,0.82
1.643,-0.28,-0.09,0.85
1.648,-0.35,-0.10,0.86
1.653,-0.38,-0.12,0.88
1.659,-0.41,-0.16,0.90
1.663,-0.44,-0.22,0.92
1.667,-0.49,-0.27,0.93
1.672,-0.56,-0.33,0.94
1.677,-0.61,-0.37,0.93
1.682,-0.63,-0.37,0.90
1.686,-0.63,-0.36,0.87
1.692,-0.63,-0.37,0.85
1.697,-0.63,-0.41,0.84
1.701,-0.60,-0.45,0.83
1.708,-0.57,-0.46,0.82
1.712,-0.52,-0.46,0.82
1.716,-0.48,-0.45,0.82
1.721,-0.43,-0.45,0.81
1.726,-0.39,-0.46,0.79
1.731,-0.37,-0.47,0.75
1.736,-0.36,-0.47,0.69
1.742,-0.35,-0.46,0.60
1.746,-0.34,-0.43,0.50
1.750,-0.35,-0.37,0.41
1.756,-0.37,-0.29,0.33
1.760,-0.41,-0.19,0.25
1.765,-0.48,-0.09,0.18
1.771,-0.57,-0.00,0.11
1.775,-0.64,0.08,0.08
1.781,-0.70,0.17,0.10
1.785,-0.73,0.23,0.16
1.790,-0.76,0.25,0.24
1.796,-0.77,0.21,0.33
1.802,-0.75,0.12,0.39
1.804,-0.71,0.03,0.42
1.810,-0.64,-0.07,0.43
1.814,-0.55,-0.16,0.41
1.819,-0.44,-0.29,0.37
1.825,-0.33,-0.47,0.30
1.829,-0.24,-0.69,0.21
1.834,-0.20,-0.92,0.09
1.839,-0.20,-1.11,-0.05
1.849,-0.21,-1.25,-0.18
1.853,-0.21,-1.35,-0.30
1.860,-0.21,-1.42,-0.38
1.863,-0.20,-1.46,-0.41
1.868,-0.17,-1.45,-0.41
1.873,-0.10,-1.41,-0.37
1.878,-0.00,-1.38,-0.32
1.883,0.12,-1.44,-0.28
1.887,0.19,-1.50,-0.28
1.893,0.16,-1.51,-0.36
1.898,0.07,-1.47,-0.50
1.903,-0.07,-1.42,-0.69
1.909,-0.28,-1.39,-0.95
1.912,-0.54,-1.33,-1.27
1.917,-0.81,-1.22,-1.67
1.923,-1.05,-1.04,-2.09
1.928,-1.27,-0.80,-2.48
1.932,-1.48,-0.53,-2.74
1.936,-1.66,-0.27,-2.83
1.945,-1.81,-0.02,-2.75
1.946,-1.91,0.19,-2.53
1.952,-1.95,0.35,-2.20
1.957,-1.91,0.46,-1.81
1.961,-1.77,0.52,-1.42
1.967,-1.56,0.51,-1.06
1.971,-1.30,0.46,-0.80
1.981,-1.03,0.38,-0.63
1.983,-0.76,0.28,-0.54
1.987,-0.51,0.17,-0.51
1.991,-0.29,0.08,-0.52
1.996,-0.11,0.01,-0.54
2.001,0.03,-0.03,-0.55
2.005,0.13,-0.04,-0.54
2.011,0.20,-0.04,-0.51
2.015,0.24,-0.00,-0.48
2.021,0.27,0.06,-0.46
2.028,0.27,0.14,-0.44
2.030,0.26,0.21,-0.44
2.034,0.24,0.25,-0.45
2.039,0.22,0.24,-0.48
2.044,0.21,0.21,-0.51
2.049,0.19,0.17,-0.52
2.054,0.19,0.13,-0.52
2.059,0.19,0.08,-0.51
2.064,0.20,0.05,-0.51
2.069,0.21,0.04,-0.52
2.074,0.25,0.06,-0.54
2.080,0.31,0.09,-0.58
2.084,0.39,0.12,-0.61
2.088,0.50,0.16,-0.63
2.096,0.61,0.19,-0.65
2.101,0.74,0.19,-0.67
2.104,0.85,0.15,-0.68
2.110,0.95,0.10,-0.70
2.114,1.01,0.03,-0.71
2.118,1.05,-0.05,-0.71
2.123,1.06,-0.20,-0.72
2.128,1.08,-0.26,-0.75
2.133,1.12,-0.19,-0.76
2.137,1.11,-0.09,-0.73
2.144,1.08,-0.01,-0.68
2.147,1.05,0.08,-0.62
2.152,1.05,0.16,-0.54
2.157,1.05,0.20,-0.46
2.162,1.05,0.20,-0.36
2.172,1.02,0.15,-0.24
2.178,0.99,0.08,-0.10
2.182,0.93,-0.01,0.06
2.187,0.85,-0.08,0.23
2.193,0.73,-0.08,0.40
2.197,0.57,-0.01,0.56
2.201,0.39,0.10,0.70
2.206,0.21,0.21,0.82
2.211,0.07,0.31,0.90
2.216,0.02,0.38,0.94
2.221,0.07,0.39,0.92
2.228,0.25,0.33,0.87
2.231,0.54,0.22,0.78
2.237,0.95,0.11,0.66
2.240,1.40,0.02,0.49
2.247,1.84,-0.05,0.29
2.250,2.23,-0.11,0.06
2.255,2.54,-0.15,-0.14
2.260,2.76,-0.20,-0.31
2.265,2.86,-0.27,-0.39
2.270,2.85,-0.36,-0.38
2.275,2.74,-0.47,-0.28
2.280,2.58,-0.55,-0.13
2.285,2.41,-0.62,0.05
2.289,2.23,-0.69,0.23
2.297,2.06,-0.75,0.37
2.299,1.88,-0.79,0.45
2.304,1.68,-0.79,0.47
2.310,1.45,-0.76,0.41
2.314,1.21,-0.68,0.27
2.319,0.94,-0.60,0.05
2.323,0.67,-0.52,-0.25
2.329,0.39,-0.43,-0.59
2.333,0.12,-0.35,-0.95
2.338,-0.12,-0.28,-1.30
2.346,-0.26,-0.25,-1.59
2.350,-0.26,-0.24,-1.78
2.353,-0.11,-0.16,-1.86
2.360,0.10,-0.03,-1.85
2.363,0.29,0.11,-1.76
2.368,0.47,0.21,-1.63
2.372,0.64,0.25,-1.45
2.378,0.83,0.20,-1.26
2.383,1.01,0.06,-1.07
2.388,1.19,-0.16,-0.90
2.392,1.35,-0.43,-0.75
2.397,1.49,-0.71,-0.60
2.402,1.58,-0.93,-0.47
2.407,1.60,-1.05,-0.34
2.412,1.52,-1.10,-0.20
2.417,1.37,-1.10,-0.09
2.421,1.16,-1.01,0.01
2.427,0.90,-0.80,0.11
2.432,0.57,-0.55,0.23
2.436,0.21,-0.32,0.36
2.441,-0.13,-0.18,0.45
2.448,-0.46,-0.11,0.51
2.451,-0.76,-0.10,0.56
2.456,-1.00,-0.11,0.61
2.462,-1.19,-0.11,0.68
2.467,-1.33,-0.12,0.75
2.470,-1.42,-0.15,0.84
2.476,-1.43,-0.18,0.91
2.481,-1.38,-0.21,0.94
2.486,-1.26,-0.21,0.95
2.490,-1.10,-0.18,0.94
2.502,-0.93,-0.10,0.92
2.506,-0.77,0.03,0.92
2.511,-0.61,0.19,0.93
2.515,-0.47,0.36,0.96
2.520,-0.34,0.52,0.99
2.524,-0.22,0.67,1.02
2.529,-0.12,0.80,1.06
2.534,-0.03,0.89,1.09
2.539,0.05,0.93,1.12
2.544,0.11,0.92,1.14
2.550,0.16,0.85,1.14
2.554,0.19,0.76,1.12
2.558,0.19,0.64,1.10
2.564,0.16,0.53,1.07
2.569,0.10,0.43,1.03
2.573,0.02,0.36,0.96
2.580,-0.07,0.33,0.86
2.584,-0.16,0.38,0.75
2.588,-0.27,0.49,0.64
2.593,-0.41,0.65,0.53
2.598,-0.53,0.85,0.45
2.603,-0.61,1.06,0.41
2.608,-0.62,1.22,0.42
2.613,-0.57,1.27,0.45
2.618,-0.48,1.21,0.47
2.622,-0.33,1.08,0.47
2.630,-0.16,0.90,0.43
2.637,0.04,0.70,0.35
2.637,0.24,0.47,0.23
2.643,0.42,0.21,0.09
2.648,0.53,-0.09,-0.02
2.652,0.56,-0.38,-0.09
2.658,0.51,-0.61,-0.11
2.662,0.38,-0.76,-0.07
2.667,0.19,-0.86,0.04
2.672,-0.02,-0.91,0.20
2.678,-0.26,-0.89,0.38
2.681,-0.50,-0.78,0.55
2.686,-0.70,-0.60,0.70
2.691,-0.86,-0.40,0.79
2.697,-0.97,-0.22,0.81
2.701,-1.00,-0.06,0.73
2.706,-0.97,0.05,0.56
2.712,-0.90,0.10,0.29
2.716,-0.84,0.10,-0.06
2.720,-0.84,0.08,-0.47
2.726,-0.91,0.08,-0.88
2.730,-1.01,0.10,-1.23
2.735,-1.11,0.13,-1.48
2.740,-1.17,0.16,-1.61
2.745,-1.19,0.19,-1.61
2.750,-1.15,0.25,-1.49
2.754,-1.04,0.36,-1.29
2.760,-0.90,0.46,-1.06
2.765,-0.74,0.51,-0.83
2.769,-0.60,0.47,-0.66
2.774,-0.47,0.41,-0.57
2.781,-0.35,0.40,-0.53
2.786,-0.32,0.46,-0.53
2.789,-0.38,0.52,-0.58
2.801,-0.49,0.52,-0.66
2.801,-0.62,0.46,-0.75
2.804,-0.71,0.37,-0.79
2.809,-0.77,0.26,-0.77
2.814,-0.79,0.14,-0.68
2.823,-0.78,0.00,-0.52
2.829,-0.74,-0.10,-0.32
2.833,-0.72,-0.19,-0.09
2.838,-0.72,-0.24,0.13
2.843,-0.74,-0.23,0.30
2.848,-0.77,-0.15,0.45
2.853,-0.79,-0.06,0.54
2.858,-0.78,0.05,0.56
2.866,-0.71,0.15,0.51
2.868,-0.59,0.24,0.39
2.872,-0.45,0.30,0.24
2.879,-0.32,0.30,0.07
2.882,-0.21,0.24,-0.11
2.887,-0.14,0.13,-0.29
2.892,-0.11,0.02,-0.45
2.899,-0.14,-0.04,-0.57
2.902,-0.21,-0.04,-0.63
2.907,-0.32,0.02,-0.65
2.915,-0.43,0.11,-0.64
2.919,-0.55,0.21,-0.61
2.922,-0.63,0.31,-0.57
2.927,-0.70,0.40,-0.51
2.932,-0.73,0.49,-0.44
2.936,-0.70,0.56,-0.35
2.941,-0.59,0.59,-0.25
2.946,-0.38,0.58,-0.12
2.951,-0.07,0.55,0.02
2.956,0.29,0.49,0.16
2.961,0.65,0.43,0.28
2.966,0.98,0.35,0.37
2.971,1.25,0.26,0.43
2.975,1.43,0.15,0.44
2.981,1.52,0.02,0.40
2.985,1.51,-0.12,0.32
2.990,1.40,-0.24,0.22
2.998,1.20,-0.26,0.12
3.001,0.93,-0.17,0.06
3.005,0.64,0.03,0.03
3.009,0.37,0.28,0.06
3.016,0.15,0.53,0.12
3.019,0.03,0.73,0.21
3.024,0.01,0.89,0.33
3.031,0.11,1.01,0.46
3.034,0.30,1.06,0.57
3.039,0.56,1.05,0.64
3.043,0.86,0.97,0.68
3.049,1.14,0.84,0.66
3.054,1.39,0.65,0.63
3.059,1.60,0.43,0.59
3.064,1.72,0.21,0.54
3.068,1.74,-0.01,0.49
3.073,1.66,-0.18,0.45
3.078,1.50,-0.27,0.43
3.083,1.29,-0.31,0.43
3.088,1.06,-0.32,0.42
3.093,0.81,-0.29,0.37
3.099,0.59,-0.21,0.26
3.102,0.39,-0.05,0.11
3.108,0.21,0.20,-0.07
3.114,0.05,0.48,-0.24
3.118,-0.09,0.76,-0.39
3.123,-0.20,1.00,-0.51
3.127,-0.27,1.18,-0.57
3.133,-0.29,1.25,-0.57
3.137,-0.28,1.19,-0.48
3.149,-0.23,0.95,-0.34
3.154,-0.14,0.56,-0.19
3.157,-0.06,0.08,-0.07
3.162,-0.05,-0.40,0.02
3.167,-0.09,-0.78,0.09
3.171,-0.18,-1.01,0.12
3.176,-0.27,-1.09,0.13
3.181,-0.34,-1.03,0.13
3.186,-0.39,-0.84,0.12
3.190,-0.39,-0.58,0.11
3.198,-0.35,-0.27,0.09
3.201,-0.30,0.06,0.08
3.205,-0.25,0.37,0.08
3.210,-0.20,0.64,0.09
3.216,-0.17,0.85,0.10
3.220,-0.15,0.99,0.11
3.226,-0.14,1.02,0.11
3.231,-0.14,0.93,0.10
3.235,-0.15,0.76,0.06
3.240,-0.17,0.54,0.01
3.244,-0.20,0.32,-0.05
3.250,-0.25,0.12,-0.12
3.254,-0.30,-0.03,-0.18
3.259,-0.36,-0.13,-0.23
3.266,-0.42,-0.17,-0.27
3.269,-0.50,-0.14,-0.29
3.274,-0.59,-0.06,-0.29
3.279,-0.69,0.06,-0.28
3.284,-0.79,0.21,-0.26
3.289,-0.87,0.34,-0.22
3.293,-0.93,0.44,-0.17
3.300,-0.96,0.49,-0.12
3.306,-0.94,0.50,-0.05
3.309,-0.90,0.47,0.01
3.316,-0.83,0.45,0.09
3.319,-0.76,0.42,0.17
3.323,-0.67,0.37,0.24
3.328,-0.57,0.28,0.28
3.333,-0.48,0.16,0.29
3.338,-0.41,0.02,0.30
3.342,-0.36,-0.10,0.29
3.349,-0.33,-0.21,0.28
3.352,-0.31,-0.29,0.28
3.357,-0.30,-0.35,0.28
3.363,-0.30,-0.41,0.30
3.367,-0.32,-0.44,0.33
3.372,-0.35,-0.47,0.38
3.377,-0.39,-0.47,0.43
3.382,-0.41,-0.46,0.50
3.387,-0.41,-0.42,0.56
3.392,-0.38,-0.36,0.62
3.397,-0.33,-0.30,0.67
3.402,-0.26,-0.27,0.68
3.407,-0.20,-0.26,0.67
3.411,-0.16,-0.27,0.61
3.417,-0.17,-0.28,0.52
3.421,-0.21,-0.28,0.40
3.426,-0.30,-0.27,0.26
3.434,-0.41,-0.27,0.11
3.437,-0.54,-0.26,-0.02
3.442,-0.63,-0.24,-0.10
3.446,-0.66,-0.25,-0.10
3.451,-0.60,-0.35,-0.03
3.455,-0.48,-0.53,0.10
3.460,-0.29,-0.68,0.26
3.470,-0.04,-0.79,0.42
3.475,0.25,-0.85,0.55
3.481,0.55,-0.91,0.63
3.485,0.81,-0.96,0.63
3.489,0.97,-0.99,0.55
3.494,1.01,-0.99,0.36
3.500,0.91,-0.95,0.06
3.506,0.68,-0.88,-0.37
3.510,0.30,-0.77,-0.89
3.515,-0.18,-0.61,-1.41
3.519,-0.70,-0.39,-1.85
3.524,-1.22,-0.12,-2.15
3.529,-1.66,0.16,-2.31
3.534,-1.98,0.43,-2.34
3.539,-2.10,0.67,-2.25
3.544,-2.01,0.83,-2.06
3.549,-1.72,0.91,-1.82
3.553,-1.28,0.90,-1.57
3.558,-0.75,0.79,-1.35
3.563,-0.18,0.55,-1.19
3.568,0.32,0.23,-1.07
3.573,0.71,-0.15,-0.98
3.585,0.93,-0.56,-0.91
3.586,0.98,-0.98,-0.88
3.588,0.88,-1.32,-0.85
3.593,0.63,-1.53,-0.79
3.598,0.30,-1.54,-0.69
3.603,-0.05,-1.37,-0.57
3.607,-0.37,-1.08,-0.43
3.612,-0.61,-0.72,-0.27
3.618,-0.76,-0.37,-0.11
3.622,-0.80,-0.06,0.04
3.627,-0.76,0.14,0.16
3.632,-0.63,0.26,0.26
3.637,-0.46,0.29,0.32
3.641,-0.25,0.26,0.34
3.646,-0.05,0.19,0.30
3.651,0.15,0.12,0.21
3.656,0.33,0.03,0.05
3.661,0.48,-0.07,-0.15
3.667,0.58,-0.18,-0.37
3.671,0.62,-0.26,-0.55
3.676,0.59,-0.29,-0.69
3.682,0.52,-0.26,-0.76
3.687,0.38,-0.17,-0.79
3.691,0.20,-0.02,-0.77
3.696,-0.02,0.19,-0.74
3.701,-0.28,0.45,-0.70
3.707,-0.52,0.73,-0.66
3.710,-0.75,0.99,-0.61
3.718,-0.94,1.19,-0.57
3.721,-1.06,1.33,-0.52
3.727,-1.11,1.39,-0.47
3.730,-1.07,1.38,-0.41
3.745,-0.95,1.30,-0.34
3.747,-0.74,1.15,-0.27
3.748,-0.47,0.95,-0.22
3.754,-0.19,0.72,-0.19
3.755,0.07,0.49,-0.18
3.759,0.28,0.27,-0.19
3.764,0.44,0.08,-0.22
3.769,0.54,-0.07,-0.26
3.774,0.60,-0.15,-0.30
3.778,0.64,-0.19,-0.34
3.784,0.66,-0.19,-0.36
3.793,0.68,-0.14,-0.35
3.799,0.72,-0.05,-0.31
3.803,0.77,0.06,-0.24
3.808,0.82,0.18,-0.15
3.813,0.87,0.32,-0.03
3.818,0.92,0.50,0.11
3.823,0.98,0.68,0.25
3.828,1.06,0.83,0.40
3.836,1.15,0.94,0.52
3.839,1.24,0.98,0.63
3.843,1.30,0.98,0.69
3.847,1.33,0.98,0.72
3.852,1.33,0.96,0.71
3.858,1.32,0.88,0.67
3.863,1.31,0.73,0.64
3.868,1.31,0.50,0.63
3.872,1.30,0.24,0.66
3.877,1.27,-0.03,0.72
3.883,1.21,-0.30,0.82
3.887,1.13,-0.57,0.91
3.891,1.01,-0.81,0.97
3.896,0.87,-1.00,0.99
3.901,0.67,-1.09,0.93
3.906,0.42,-1.05,0.79
3.911,0.12,-0.87,0.56
3.918,-0.17,-0.58,0.26
