time,wx (rad/s),wy (rad/s),wz (rad/s)
0.003,-0.11,0.07,0.04
0.003,-0.11,0.07,0.03
0.009,-0.10,0.04,0.01
0.013,-0.09,0.02,0.01
0.017,-0.08,-0.01,0.01
0.022,-0.06,-0.02,0.01
0.028,-0.03,-0.03,0.01
0.032,-0.01,-0.03,0.01
0.037,0.02,-0.03,0.00
0.042,0.03,-0.02,0.00
0.047,0.04,-0.00,0.01
0.052,0.04,0.01,0.00
0.056,0.04,0.03,0.00
0.061,0.03,0.04,0.00
0.066,0.02,0.05,-0.00
0.071,0.01,0.05,-0.00
0.084,-0.02,0.05,-0.01
0.084,-0.04,0.06,-0.02
0.086,-0.06,0.06,-0.02
0.091,-0.08,0.06,-0.04
0.096,-0.10,0.06,-0.05
0.101,-0.12,0.06,-0.05
0.113,-0.13,0.05,-0.05
0.115,-0.14,0.04,-0.05
0.121,-0.13,0.03,-0.05
0.128,-0.12,0.03,-0.04
0.130,-0.10,0.01,-0.03
0.135,-0.07,0.00,-0.02
0.140,-0.05,-0.01,-0.01
0.145,-0.03,-0.00,-0.01
0.150,-0.02,0.00,-0.00
0.155,-0.01,0.01,0.00
0.161,-0.01,0.02,0.01
0.164,-0.01,0.03,0.01
0.169,-0.02,0.04,0.01
0.174,-0.02,0.04,0.01
0.179,-0.03,0.04,0.00
0.184,-0.02,0.04,-0.00
0.201,-0.02,0.04,-0.01
0.201,-0.01,0.04,-0.01
0.202,-0.01,0.03,-0.01
0.204,-0.01,0.02,-0.02
0.211,-0.00,0.02,-0.01
0.217,0.01,0.02,-0.01
0.219,0.01,0.02,0.00
0.223,0.02,0.03,0.01
0.230,0.03,0.04,0.02
0.233,0.02,0.05,0.02
0.238,0.02,0.05,0.02
0.244,0.01,0.06,0.03
0.249,0.00,0.06,0.03
0.252,-0.01,0.06,0.03
0.257,-0.01,0.05,0.02
0.262,-0.02,0.05,0.01
0.267,-0.02,0.05,-0.01
0.272,-0.03,0.05,-0.02
0.278,-0.03,0.05,-0.03
0.282,-0.02,0.04,-0.04
0.287,-0.02,0.03,-0.04
0.293,-0.01,0.02,-0.04
0.297,-0.00,0.00,-0.03
0.301,0.01,-0.01,-0.03
0.306,0.01,-0.02,-0.02
0.312,0.01,-0.03,-0.01
0.317,-0.00,-0.03,-0.01
0.322,-0.01,-0.03,-0.01
0.328,-0.03,-0.02,-0.00
0.336,-0.05,-0.01,-0.01
0.337,-0.07,0.00,-0.01
0.341,-0.09,0.02,-0.01
0.349,-0.11,0.03,-0.01
0.352,-0.12,0.04,-0.01
0.355,-0.12,0.04,-0.02
0.370,-0.11,0.05,-0.02
0.371,-0.10,0.06,-0.02
0.371,-0.09,0.06,-0.02
0.375,-0.07,0.05,-0.02
0.380,-0.05,0.03,-0.02
0.384,-0.03,0.02,-0.01
0.390,-0.02,0.00,-0.01
0.395,-0.01,-0.00,-0.01
0.400,-0.01,0.00,-0.02
0.406,-0.02,0.01,-0.03
0.411,-0.04,0.02,-0.05
0.415,-0.07,0.03,-0.06
0.419,-0.08,0.03,-0.07
0.424,-0.10,0.03,-0.08
0.432,-0.11,0.03,-0.08
0.439,-0.12,0.03,-0.08
0.445,-0.12,0.02,-0.08
0.449,-0.11,0.01,-0.07
0.453,-0.10,0.01,-0.08
0.459,-0.09,0.02,-0.08
0.463,-0.09,0.03,-0.09
0.470,-0.08,0.04,-0.09
0.473,-0.08,0.06,-0.10
0.480,-0.08,0.06,-0.10
0.483,-0.09,0.07,-0.10
0.487,-0.09,0.06,-0.09
0.493,-0.08,0.05,-0.09
0.497,-0.08,0.03,-0.09
0.502,-0.08,0.01,-0.08
0.507,-0.08,-0.00,-0.08
0.512,-0.08,-0.01,-0.08
0.517,-0.08,-0.02,-0.08
0.522,-0.09,-0.02,-0.09
0.528,-0.09,-0.03,-0.09
0.532,-0.09,-0.03,-0.08
0.537,-0.10,-0.03,-0.08
0.541,-0.11,-0.04,-0.08
0.547,-0.13,-0.04,-0.07
0.552,-0.15,-0.03,-0.06
0.557,-0.17,-0.03,-0.04
0.561,-0.20,-0.02,-0.02
0.566,-0.23,-0.02,-0.01
0.571,-0.25,-0.00,0.01
0.576,-0.27,0.01,0.02
0.581,-0.29,0.03,0.03
0.586,-0.30,0.04,0.04
0.591,-0.31,0.05,0.04
0.597,-0.30,0.06,0.04
0.601,-0.28,0.07,0.04
0.605,-0.25,0.07,0.05
0.612,-0.22,0.06,0.05
0.616,-0.18,0.06,0.06
0.620,-0.15,0.05,0.07
0.625,-0.12,0.05,0.08
0.631,-0.10,0.04,0.10
0.637,-0.09,0.04,0.11
0.640,-0.09,0.05,0.13
0.646,-0.09,0.07,0.14
0.650,-0.09,0.09,0.14
0.654,-0.11,0.12,0.15
0.659,-0.12,0.15,0.15
0.665,-0.13,0.17,0.15
0.669,-0.13,0.17,0.16
0.674,-0.12,0.17,0.18
0.679,-0.11,0.16,0.19
0.684,-0.09,0.15,0.20
0.689,-0.08,0.13,0.22
0.700,-0.06,0.11,0.24
0.701,-0.05,0.09,0.25
0.706,-0.04,0.07,0.26
0.709,-0.03,0.06,0.27
0.720,-0.04,0.06,0.27
0.721,-0.06,0.07,0.27
0.723,-0.09,0.07,0.27
0.731,-0.11,0.08,0.26
0.735,-0.13,0.08,0.26
0.738,-0.15,0.09,0.26
0.743,-0.17,0.10,0.25
0.748,-0.19,0.11,0.25
0.753,-0.21,0.11,0.26
0.763,-0.23,0.11,0.26
0.768,-0.23,0.11,0.28
0.773,-0.23,0.10,0.29
0.780,-0.21,0.10,0.30
0.783,-0.20,0.09,0.30
0.788,-0.18,0.07,0.31
0.794,-0.16,0.05,0.31
0.800,-0.15,0.04,0.31
0.803,-0.13,0.02,0.31
0.808,-0.12,0.02,0.31
0.813,-0.10,0.01,0.31
0.817,-0.10,-0.00,0.31
0.821,-0.10,-0.00,0.31
0.826,-0.11,-0.01,0.31
0.833,-0.12,-0.01,0.32
0.838,-0.13,-0.00,0.33
0.842,-0.14,0.00,0.33
0.854,-0.15,0.00,0.33
0.855,-0.17,0.01,0.33
0.856,-0.19,0.02,0.33
0.862,-0.20,0.03,0.32
0.871,-0.20,0.03,0.31
0.871,-0.20,0.03,0.30
0.875,-0.19,0.02,0.30
0.880,-0.17,0.01,0.30
0.885,-0.15,-0.01,0.30
0.891,-0.13,-0.02,0.30
0.897,-0.10,-0.03,0.31
0.900,-0.09,-0.04,0.31
0.904,-0.07,-0.05,0.32
0.909,-0.05,-0.05,0.32
0.915,-0.04,-0.04,0.32
0.919,-0.03,-0.05,0.31
0.924,-0.04,-0.05,0.31
0.931,-0.05,-0.06,0.30
0.936,-0.06,-0.07,0.29
0.939,-0.09,-0.08,0.29
0.947,-0.11,-0.08,0.28
0.950,-0.14,-0.08,0.28
0.954,-0.16,-0.09,0.28
0.959,-0.18,-0.09,0.29
0.969,-0.18,-0.10,0.30
0.971,-0.18,-0.12,0.31
0.977,-0.18,-0.13,0.32
0.979,-0.18,-0.14,0.33
0.990,-0.17,-0.15,0.33
0.992,-0.16,-0.16,0.33
0.993,-0.14,-0.16,0.33
0.998,-0.13,-0.15,0.33
1.003,-0.11,-0.14,0.32
1.007,-0.10,-0.14,0.32
1.013,-0.10,-0.13,0.33
1.017,-0.11,-0.13,0.33
1.022,-0.12,-0.13,0.33
1.027,-0.14,-0.12,0.33
1.033,-0.18,-0.11,0.32
1.037,-0.21,-0.11,0.31
1.042,-0.24,-0.11,0.30
1.048,-0.26,-0.10,0.29
1.052,-0.27,-0.07,0.29
1.057,-0.28,-0.03,0.29
1.061,-0.27,0.02,0.29
1.069,-0.26,0.06,0.30
1.072,-0.22,0.09,0.30
1.077,-0.16,0.12,0.31
1.088,-0.08,0.13,0.31
1.095,0.00,0.12,0.31
1.108,0.08,0.11,0.31
1.110,0.14,0.08,0.30
1.111,0.18,0.05,0.29
1.112,0.21,0.01,0.27
1.116,0.23,-0.02,0.25
1.120,0.25,-0.05,0.23
1.125,0.26,-0.08,0.20
1.130,0.26,-0.10,0.18
1.135,0.24,-0.11,0.15
1.139,0.21,-0.10,0.12
1.144,0.17,-0.09,0.09
1.149,0.12,-0.07,0.07
1.154,0.08,-0.02,0.05
1.159,0.04,0.03,0.02
1.164,0.01,0.08,-0.01
1.169,-0.02,0.13,-0.04
1.174,-0.04,0.17,-0.08
1.181,-0.07,0.19,-0.12
1.184,-0.09,0.20,-0.15
1.190,-0.12,0.18,-0.19
1.194,-0.16,0.15,-0.24
1.201,-0.21,0.10,-0.28
1.204,-0.28,0.03,-0.33
1.210,-0.37,-0.03,-0.37
1.215,-0.48,-0.09,-0.40
1.218,-0.59,-0.14,-0.43
1.223,-0.69,-0.17,-0.45
1.228,-0.77,-0.19,-0.48
1.233,-0.83,-0.18,-0.49
1.238,-0.84,-0.16,-0.49
1.243,-0.82,-0.13,-0.49
1.254,-0.75,-0.09,-0.47
1.255,-0.64,-0.05,-0.43
1.261,-0.51,0.02,-0.39
1.263,-0.37,0.10,-0.34
1.269,-0.22,0.12,-0.28
1.273,-0.06,0.13,-0.22
1.277,0.13,0.13,-0.17
1.282,0.32,0.13,-0.12
1.287,0.48,0.12,-0.09
1.293,0.61,0.11,-0.06
1.298,0.71,0.08,-0.04
1.301,0.77,0.06,-0.04
1.307,0.80,0.03,-0.04
1.312,0.79,0.01,-0.05
1.318,0.77,-0.01,-0.07
1.322,0.73,-0.02,-0.09
1.327,0.70,-0.02,-0.11
1.333,0.66,-0.02,-0.13
1.338,0.64,-0.01,-0.15
1.342,0.63,0.00,-0.17
1.347,0.64,0.02,-0.17
1.352,0.65,0.03,-0.18
1.356,0.66,0.06,-0.18
1.360,0.68,0.08,-0.19
1.368,0.68,0.11,-0.19
1.371,0.68,0.13,-0.21
1.375,0.66,0.14,-0.24
1.383,0.61,0.13,-0.27
1.385,0.53,0.11,-0.30
1.390,0.43,0.09,-0.34
1.395,0.29,0.06,-0.39
1.400,0.15,0.04,-0.43
1.404,0.01,0.03,-0.48
1.415,-0.11,0.02,-0.51
1.419,-0.19,0.03,-0.53
1.424,-0.25,0.03,-0.54
1.429,-0.28,0.03,-0.55
1.434,-0.28,0.05,-0.55
1.439,-0.27,0.07,-0.53
1.443,-0.25,0.11,-0.49
1.451,-0.21,0.16,-0.44
1.455,-0.15,0.20,-0.39
1.460,-0.07,0.23,-0.34
1.468,0.02,0.24,-0.30
1.470,0.11,0.23,-0.26
1.473,0.22,0.22,-0.23
1.477,0.32,0.20,-0.21
1.483,0.40,0.18,-0.20
1.488,0.46,0.15,-0.20
1.492,0.49,0.13,-0.20
1.502,0.50,0.12,-0.20
1.503,0.49,0.13,-0.20
1.508,0.47,0.15,-0.20
1.512,0.44,0.17,-0.19
1.520,0.41,0.19,-0.19
1.522,0.38,0.22,-0.18
1.528,0.35,0.25,-0.18
1.532,0.33,0.27,-0.18
1.537,0.31,0.29,-0.18
1.541,0.30,0.29,-0.19
1.547,0.29,0.28,-0.20
1.552,0.29,0.25,-0.22
1.557,0.30,0.22,-0.24
1.561,0.31,0.19,-0.26
1.566,0.31,0.17,-0.28
1.573,0.30,0.14,-0.31
1.578,0.29,0.13,-0.33
1.583,0.28,0.11,-0.35
1.587,0.25,0.09,-0.37
1.590,0.22,0.08,-0.39
1.595,0.19,0.08,-0.41
1.600,0.14,0.08,-0.43
1.605,0.08,0.09,-0.44
1.612,0.00,0.09,-0.46
1.618,-0.08,0.10,-0.47
1.621,-0.17,0.10,-0.47
1.626,-0.25,0.11,-0.47
1.631,-0.32,0.13,-0.47
1.636,-0.38,0.14,-0.47
1.641,-0.43,0.14,-0.47
1.646,-0.48,0.14,-0.46
1.656,-0.52,0.14,-0.45
1.658,-0.54,0.14,-0.43
1.662,-0.55,0.13,-0.39
1.673,-0.54,0.12,-0.36
1.674,-0.52,0.11,-0.32
1.674,-0.50,0.11,-0.28
1.679,-0.49,0.10,-0.23
1.684,-0.47,0.10,-0.19
1.689,-0.45,0.10,-0.14
1.693,-0.43,0.11,-0.09
1.700,-0.39,0.12,-0.05
1.703,-0.35,0.13,-0.01
1.708,-0.29,0.15,0.02
1.713,-0.23,0.16,0.04
1.718,-0.15,0.16,0.07
1.723,-0.08,0.15,0.09
1.730,-0.02,0.14,0.11
1.739,0.03,0.13,0.13
1.745,0.06,0.12,0.16
1.752,0.06,0.10,0.18
1.756,0.04,0.09,0.19
1.758,0.01,0.08,0.19
1.763,-0.04,0.08,0.19
1.770,-0.09,0.08,0.19
1.774,-0.13,0.08,0.19
1.778,-0.14,0.09,0.18
1.784,-0.10,0.13,0.17
1.795,-0.03,0.18,0.15
1.798,0.07,0.25,0.14
1.800,0.21,0.33,0.12
1.802,0.36,0.41,0.12
1.813,0.53,0.47,0.13
1.814,0.68,0.50,0.13
1.822,0.80,0.50,0.12
1.822,0.88,0.49,0.11
1.826,0.92,0.48,0.09
1.831,0.89,0.45,0.06
1.835,0.82,0.41,0.02
1.840,0.69,0.33,-0.01
1.845,0.54,0.23,-0.03
1.850,0.36,0.12,-0.05
1.855,0.17,-0.00,-0.06
1.860,-0.03,-0.12,-0.06
1.867,-0.22,-0.22,-0.04
1.870,-0.40,-0.30,-0.03
1.875,-0.53,-0.34,-0.01
1.881,-0.61,-0.35,-0.01
1.892,-0.61,-0.31,-0.01
1.897,-0.55,-0.25,-0.01
1.897,-0.43,-0.17,-0.00
1.902,-0.25,-0.08,0.02
1.904,-0.02,0.01,0.06
1.909,0.23,0.10,0.10
1.914,0.47,0.16,0.14
1.920,0.67,0.19,0.17
1.925,0.81,0.18,0.19
1.929,0.88,0.16,0.19
1.934,0.88,0.12,0.18
1.939,0.83,0.05,0.16
1.943,0.71,-0.03,0.14
1.948,0.55,-0.12,0.11
1.953,0.36,-0.19,0.08
1.957,0.18,-0.23,0.06
1.962,0.02,-0.25,0.04
1.968,-0.08,-0.25,0.03
1.973,-0.14,-0.23,0.04
1.978,-0.16,-0.21,0.05
1.988,-0.15,-0.19,0.08
1.989,-0.13,-0.18,0.11
1.993,-0.10,-0.17,0.15
1.997,-0.06,-0.17,0.19
2.002,-0.03,-0.16,0.21
2.008,0.02,-0.17,0.24
2.012,0.06,-0.17,0.26
2.018,0.09,-0.18,0.27
2.022,0.12,-0.18,0.28
2.026,0.13,-0.19,0.29
2.032,0.13,-0.21,0.29
2.040,0.11,-0.22,0.29
2.041,0.07,-0.24,0.28
2.047,0.04,-0.25,0.29
2.055,0.02,-0.25,0.29
2.061,0.01,-0.26,0.30
2.065,0.00,-0.28,0.32
2.071,-0.00,-0.29,0.34
2.075,-0.01,-0.30,0.37
2.080,-0.03,-0.30,0.40
2.085,-0.05,-0.28,0.44
2.090,-0.06,-0.26,0.47
2.095,-0.05,-0.24,0.50
2.101,-0.04,-0.22,0.54
2.105,-0.04,-0.21,0.57
2.110,-0.02,-0.22,0.61
2.115,-0.01,-0.24,0.64
2.120,0.02,-0.27,0.69
2.125,0.05,-0.31,0.72
2.129,0.07,-0.37,0.75
2.134,0.08,-0.43,0.78
2.139,0.07,-0.49,0.81
2.143,0.04,-0.54,0.82
2.151,0.01,-0.57,0.81
2.155,-0.04,-0.58,0.80
2.159,-0.09,-0.56,0.78
2.164,-0.14,-0.53,0.76
2.170,-0.19,-0.49,0.73
2.175,-0.24,-0.45,0.70
2.179,-0.27,-0.42,0.67
2.189,-0.27,-0.40,0.65
2.190,-0.25,-0.40,0.63
2.195,-0.19,-0.40,0.61
2.198,-0.11,-0.41,0.60
2.204,-0.02,-0.42,0.58
2.208,0.08,-0.41,0.57
2.213,0.18,-0.40,0.55
2.218,0.26,-0.38,0.52
2.222,0.33,-0.35,0.49
2.227,0.37,-0.33,0.46
2.232,0.40,-0.30,0.42
2.237,0.40,-0.28,0.38
2.241,0.39,-0.24,0.33
2.247,0.36,-0.20,0.28
2.252,0.33,-0.15,0.24
2.257,0.29,-0.10,0.20
2.261,0.27,-0.07,0.17
2.271,0.25,-0.06,0.13
2.272,0.24,-0.06,0.11
2.277,0.23,-0.06,0.09
2.281,0.21,-0.06,0.07
2.288,0.18,-0.06,0.06
2.292,0.17,-0.07,0.04
2.296,0.15,-0.08,0.02
2.301,0.14,-0.10,-0.01
2.305,0.11,-0.11,-0.05
2.310,0.08,-0.13,-0.10
2.315,0.04,-0.13,-0.14
2.320,-0.01,-0.11,-0.19
2.325,-0.06,-0.07,-0.24
2.331,-0.09,-0.00,-0.29
2.337,-0.12,0.07,-0.33
2.346,-0.13,0.13,-0.35
2.347,-0.12,0.19,-0.35
2.353,-0.10,0.25,-0.34
2.356,-0.06,0.29,-0.30
2.360,-0.02,0.31,-0.27
2.364,0.03,0.30,-0.25
2.371,0.08,0.26,-0.24
2.375,0.13,0.20,-0.25
2.380,0.16,0.13,-0.28
2.390,0.16,0.07,-0.33
2.394,0.14,0.01,-0.41
2.399,0.08,-0.03,-0.50
2.407,-0.01,-0.08,-0.59
2.412,-0.13,-0.11,-0.68
2.414,-0.29,-0.13,-0.75
2.428,-0.46,-0.12,-0.79
2.430,-0.60,-0.11,-0.81
2.430,-0.72,-0.08,-0.80
2.437,-0.78,-0.05,-0.77
2.440,-0.81,-0.00,-0.71
2.443,-0.78,0.06,-0.63
2.447,-0.72,0.14,-0.55
2.453,-0.60,0.21,-0.46
2.458,-0.45,0.27,-0.38
2.462,-0.28,0.29,-0.32
2.469,-0.11,0.29,-0.27
2.472,0.05,0.26,-0.24
2.477,0.17,0.23,-0.22
2.482,0.26,0.18,-0.21
2.488,0.31,0.11,-0.21
2.492,0.31,0.02,-0.21
2.497,0.25,-0.07,-0.22
2.502,0.14,-0.15,-0.23
2.507,-0.02,-0.20,-0.24
2.513,-0.19,-0.22,-0.24
2.517,-0.36,-0.21,-0.24
2.522,-0.51,-0.19,-0.24
2.527,-0.61,-0.16,-0.23
2.533,-0.67,-0.11,-0.22
2.537,-0.69,-0.06,-0.19
2.542,-0.68,-0.03,-0.16
2.547,-0.62,-0.00,-0.13
2.554,-0.54,0.01,-0.10
2.558,-0.42,0.01,-0.07
2.561,-0.29,0.01,-0.05
2.566,-0.16,0.01,-0.05
2.576,-0.03,0.01,-0.06
2.578,0.08,-0.00,-0.08
2.584,0.16,-0.02,-0.10
2.599,0.23,-0.05,-0.14
2.601,0.27,-0.07,-0.18
2.602,0.30,-0.09,-0.21
2.602,0.31,-0.12,-0.24
2.610,0.30,-0.13,-0.26
2.612,0.28,-0.14,-0.27
2.615,0.26,-0.13,-0.27
2.620,0.23,-0.11,-0.27
2.624,0.21,-0.08,-0.25
2.629,0.20,-0.04,-0.23
2.634,0.19,-0.00,-0.21
2.640,0.19,0.04,-0.18
2.644,0.20,0.06,-0.15
2.650,0.20,0.06,-0.13
2.655,0.20,0.05,-0.10
2.659,0.19,0.04,-0.08
2.664,0.18,0.02,-0.07
2.671,0.16,-0.00,-0.07
2.675,0.14,-0.01,-0.07
2.679,0.12,0.00,-0.08
2.685,0.10,0.02,-0.10
2.689,0.09,0.05,-0.13
2.694,0.08,0.08,-0.17
2.698,0.07,0.10,-0.21
2.706,0.08,0.12,-0.24
2.713,0.09,0.12,-0.28
2.719,0.09,0.12,-0.30
2.725,0.10,0.13,-0.32
2.728,0.10,0.13,-0.32
2.732,0.09,0.13,-0.32
2.737,0.09,0.13,-0.30
2.741,0.09,0.13,-0.29
2.747,0.08,0.14,-0.27
2.752,0.07,0.16,-0.26
2.756,0.06,0.18,-0.26
2.761,0.03,0.21,-0.26
2.766,0.01,0.26,-0.26
2.773,-0.01,0.29,-0.27
2.777,-0.02,0.32,-0.28
2.782,-0.04,0.34,-0.30
2.790,-0.05,0.35,-0.32
2.793,-0.06,0.35,-0.34
2.796,-0.05,0.35,-0.36
2.801,-0.04,0.35,-0.37
2.808,-0.04,0.35,-0.38
2.811,-0.03,0.35,-0.36
2.817,-0.01,0.34,-0.33
2.827,0.01,0.33,-0.29
2.828,0.02,0.31,-0.25
2.831,0.04,0.29,-0.20
2.839,0.04,0.27,-0.16
2.852,0.05,0.25,-0.12
2.854,0.05,0.24,-0.08
2.854,0.04,0.23,-0.05
2.857,0.03,0.21,-0.03
2.859,0.01,0.19,-0.02
2.864,-0.01,0.17,-0.01
2.870,-0.05,0.13,-0.00
2.874,-0.09,0.09,0.01
2.879,-0.13,0.04,0.02
2.884,-0.17,0.00,0.03
2.891,-0.20,-0.02,0.04
2.895,-0.21,-0.03,0.06
2.899,-0.20,-0.02,0.08
2.905,-0.16,0.02,0.11
2.910,-0.07,0.11,0.15
2.915,0.06,0.22,0.18
2.919,0.21,0.35,0.21
2.924,0.35,0.44,0.22
2.929,0.45,0.49,0.22
2.935,0.49,0.49,0.21
2.940,0.48,0.45,0.19
2.944,0.42,0.40,0.18
2.949,0.31,0.35,0.16
2.956,0.17,0.30,0.13
2.961,0.01,0.24,0.09
2.965,-0.14,0.19,0.06
2.967,-0.26,0.15,0.03
2.973,-0.35,0.11,0.00
2.977,-0.39,0.07,-0.01
2.981,-0.37,0.03,-0.02
2.991,-0.32,-0.00,-0.01
2.993,-0.22,-0.01,0.01
2.996,-0.11,0.00,0.04
3.001,0.03,0.04,0.09
3.007,0.18,0.09,0.13
3.012,0.32,0.14,0.17
3.016,0.43,0.18,0.21
3.021,0.51,0.21,0.22
3.026,0.54,0.22,0.23
3.036,0.53,0.22,0.23
3.041,0.50,0.22,0.23
3.045,0.45,0.20,0.22
3.050,0.37,0.17,0.21
3.056,0.28,0.12,0.21
3.060,0.18,0.05,0.20
3.065,0.08,-0.03,0.20
3.072,-0.03,-0.12,0.21
3.077,-0.13,-0.21,0.22
3.082,-0.21,-0.30,0.24
3.086,-0.28,-0.36,0.25
3.090,-0.32,-0.40,0.27
3.094,-0.35,-0.41,0.27
3.099,-0.36,-0.40,0.28
3.105,-0.37,-0.38,0.28
3.112,-0.37,-0.36,0.28
3.114,-0.36,-0.32,0.28
3.119,-0.34,-0.27,0.29
3.124,-0.31,-0.23,0.28
3.129,-0.28,-0.19,0.28
3.134,-0.25,-0.16,0.27
3.138,-0.21,-0.13,0.27
3.143,-0.18,-0.10,0.26
3.148,-0.16,-0.09,0.26
3.154,-0.13,-0.08,0.25
3.158,-0.12,-0.09,0.24
3.163,-0.11,-0.11,0.23
3.168,-0.10,-0.14,0.22
3.173,-0.11,-0.16,0.20
3.178,-0.14,-0.19,0.20
3.183,-0.17,-0.21,0.19
3.195,-0.22,-0.23,0.19
3.197,-0.27,-0.24,0.20
3.201,-0.33,-0.24,0.21
3.208,-0.39,-0.25,0.23
3.211,-0.43,-0.25,0.25
3.212,-0.43,-0.26,0.27
3.217,-0.39,-0.27,0.30
3.222,-0.31,-0.27,0.32
3.227,-0.22,-0.27,0.34
3.231,-0.12,-0.26,0.35
3.237,-0.02,-0.25,0.34
3.241,0.08,-0.24,0.34
3.247,0.16,-0.23,0.33
3.251,0.22,-0.23,0.32
3.256,0.25,-0.22,0.30
3.261,0.27,-0.22,0.28
3.266,0.27,-0.21,0.26
3.276,0.24,-0.21,0.24
3.277,0.21,-0.20,0.22
3.282,0.17,-0.19,0.20
3.287,0.13,-0.18,0.19
3.297,0.09,-0.17,0.18
3.298,0.06,-0.16,0.17
3.301,0.03,-0.15,0.16
3.307,0.02,-0.16,0.16
3.311,0.01,-0.16,0.16
3.315,0.02,-0.18,0.17
3.320,0.04,-0.21,0.17
3.325,0.05,-0.24,0.17
3.329,0.05,-0.27,0.17
3.334,0.05,-0.28,0.17
3.340,0.04,-0.28,0.16
3.344,0.02,-0.27,0.15
3.349,-0.01,-0.24,0.14
3.359,-0.04,-0.20,0.12
3.363,-0.08,-0.17,0.10
3.369,-0.12,-0.14,0.08
3.379,-0.15,-0.11,0.07
3.381,-0.18,-0.08,0.06
3.384,-0.21,-0.06,0.05
3.401,-0.22,-0.03,0.06
3.401,-0.22,-0.01,0.07
3.402,-0.19,0.00,0.08
3.403,-0.14,-0.00,0.07
3.408,-0.07,-0.01,0.06
3.413,-0.00,-0.03,0.05
3.418,0.07,-0.05,0.04
3.424,0.12,-0.08,0.02
3.427,0.15,-0.11,0.01
3.432,0.16,-0.14,-0.01
3.439,0.15,-0.16,-0.01
3.442,0.14,-0.15,-0.01
3.448,0.12,-0.13,-0.01
3.453,0.11,-0.08,-0.01
3.457,0.09,-0.05,-0.03
3.462,0.05,-0.04,-0.06
3.468,0.00,-0.04,-0.08
3.477,-0.04,-0.04,-0.11
3.479,-0.08,-0.06,-0.14
3.483,-0.13,-0.09,-0.17
3.494,-0.20,-0.13,-0.21
3.496,-0.30,-0.18,-0.23
3.497,-0.40,-0.22,-0.25
3.502,-0.51,-0.26,-0.25
3.507,-0.60,-0.28,-0.25
3.511,-0.66,-0.30,-0.24
3.517,-0.70,-0.30,-0.22
3.522,-0.70,-0.30,-0.19
3.530,-0.67,-0.28,-0.15
3.532,-0.60,-0.25,-0.10
3.537,-0.50,-0.21,-0.04
3.543,-0.36,-0.16,0.02
3.545,-0.20,-0.11,0.09
3.550,-0.03,-0.05,0.15
3.556,0.15,0.02,0.22
3.559,0.31,0.08,0.27
3.564,0.45,0.14,0.30
3.569,0.55,0.16,0.32
3.574,0.60,0.17,0.33
3.579,0.58,0.17,0.32
3.584,0.48,0.17,0.31
3.589,0.32,0.18,0.30
3.594,0.12,0.19,0.30
3.599,-0.09,0.18,0.31
3.604,-0.28,0.15,0.30
3.610,-0.44,0.10,0.29
3.614,-0.57,0.05,0.27
3.618,-0.67,-0.01,0.24
3.624,-0.73,-0.06,0.21
3.630,-0.76,-0.10,0.18
3.635,-0.76,-0.14,0.16
3.641,-0.73,-0.15,0.15
3.647,-0.67,-0.15,0.13
3.648,-0.59,-0.13,0.12
3.653,-0.49,-0.09,0.11
3.660,-0.37,-0.03,0.11
3.663,-0.23,0.04,0.11
3.668,-0.10,0.11,0.10
3.675,0.04,0.17,0.10
3.680,0.17,0.23,0.09
3.688,0.29,0.27,0.08
3.694,0.38,0.30,0.06
3.698,0.42,0.33,0.03
3.702,0.44,0.36,0.00
3.709,0.45,0.38,-0.03
3.713,0.45,0.38,-0.07
3.718,0.44,0.37,-0.11
3.722,0.43,0.33,-0.14
3.726,0.41,0.28,-0.16
3.732,0.37,0.22,-0.17
3.736,0.34,0.16,-0.16
3.741,0.32,0.11,-0.16
3.746,0.31,0.08,-0.15
3.751,0.31,0.08,-0.14
3.757,0.33,0.08,-0.13
3.761,0.37,0.09,-0.13
3.765,0.42,0.11,-0.14
3.770,0.47,0.13,-0.14
3.776,0.53,0.13,-0.15
3.780,0.58,0.11,-0.17
3.785,0.61,0.08,-0.19
3.797,0.62,0.03,-0.21
3.798,0.61,-0.03,-0.25
3.802,0.59,-0.10,-0.30
3.829,0.55,-0.17,-0.36
3.830,0.50,-0.24,-0.42
3.831,0.45,-0.31,-0.46
3.832,0.41,-0.38,-0.49
3.832,0.37,-0.46,-0.51
3.833,0.35,-0.51,-0.53
3.835,0.33,-0.52,-0.54
3.842,0.31,-0.48,-0.54
3.845,0.30,-0.40,-0.53
3.850,0.29,-0.30,-0.50
3.854,0.29,-0.17,-0.48
3.859,0.28,-0.03,-0.46
3.863,0.26,0.12,-0.44
3.869,0.23,0.25,-0.41
3.874,0.20,0.35,-0.39
3.879,0.16,0.40,-0.38
3.883,0.13,0.42,-0.37
3.889,0.11,0.42,-0.37
3.898,0.11,0.42,-0.37
3.899,0.10,0.39,-0.39
3.922,0.11,0.34,-0.41
3.924,0.12,0.27,-0.44
3.924,0.13,0.19,-0.48
3.926,0.15,0.12,-0.50
3.926,0.17,0.06,-0.51
3.929,0.20,0.02,-0.51
3.933,0.21,0.00,-0.49
3.937,0.21,-0.03,-0.46
3.943,0.19,-0.11,-0.43
3.949,0.15,-0.16,-0.38
3.953,0.11,-0.14,-0.31
3.960,0.06,-0.05,-0.18
3.965,-0.01,0.05,-0.06
